session_id,session_type,session_description,session_track,session_room,start_session,end_session,presentation_LastName,presentation_FirstName,presentation_authors,presentation_title,start_presentation,end_presentation
session_0000195910_0,Parallel Session - WEST Building,"Online gaming, gendered play and youth","Children, Youth and Media",1532-122 (G2),2022-10-20T09:00:00,2022-10-20T10:30:00,Seddighi,Gilda,"G. Seddighi1.1Western Norway Research Institute, Society and Technology, Sogndal, Norway.",Learning experiences in gaming; the case study of young refugee without family in Norway,2022-10-20T09:00:00,2022-10-20T09:15:00
session_0000195910_0,Parallel Session - WEST Building,"Online gaming, gendered play and youth","Children, Youth and Media",1532-122 (G2),2022-10-20T09:00:00,2022-10-20T10:30:00,Mensonides,Denise,"D. Mensonides1, M. Broersma1, A. Van Cauwenberge2.1University of Groningen, Research Centre for Media and Journalism Studies, Groningen, Netherlands.2Ipsos, European Public Affairs, Leuven, Belgium.",Risky business: How children build resilience through risky digital play,2022-10-20T09:15:00,2022-10-20T09:30:00
session_0000195910_0,Parallel Session - WEST Building,"Online gaming, gendered play and youth","Children, Youth and Media",1532-122 (G2),2022-10-20T09:00:00,2022-10-20T10:30:00,Campos,Ioli,"I. Campos1.1Nova University of Lisbon- ICNova - FCSH & Católica University of Portugal- FCH, Communication Sciences, Lisbon, Portugal.",Cars for girls and dolls for boys: overview about gender differences in the relationship between children and the digital media,2022-10-20T09:30:00,2022-10-20T09:45:00
session_0000195910_0,Parallel Session - WEST Building,"Online gaming, gendered play and youth","Children, Youth and Media",1532-122 (G2),2022-10-20T09:00:00,2022-10-20T10:30:00,Grosemans,Eva,"E. Grosemans1, L. Bradt2, M. Denoo1, B. Dupont1, T. Smits1, S. Malliet3, B. Soenens2, B. Zaman1, R. De Cock1.1KU Leuven, Institute for Media Studies, Leuven, Belgium.2Ghent University, Department of Developmental- Personal- and Social Psychology, Ghent, Belgium.3LUCA School of Arts, Inter-Actions, Genk, Belgium.",Parental perspectives on the blurring lines between adolescent video gaming and simulated gambling: survey results,2022-10-20T09:45:00,2022-10-20T10:00:00
session_0000195910_0,Parallel Session - WEST Building,"Online gaming, gendered play and youth","Children, Youth and Media",1532-122 (G2),2022-10-20T09:00:00,2022-10-20T10:30:00,Van Wichelen,Thalia,"T. Van Wichelen1, A. Dhoest1.1University of Antwerp, Communication Studies, Antwerp, Belgium.",Ticking off the (pink) diversity box? Production views on LGBT+ representation in children’s fiction.,2022-10-20T10:00:00,2022-10-20T10:15:00
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Magin,Melanie,"","",,
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Bene,Marton,"","",,
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Wurst,Anna-Katharina,"A.K. Wurst1, S. Kruschinski2, J. Haßler1, K. Schlosser1.1LMU Munich, Department of Media and Communication, Munich, Germany.2JGU Mainz, Department of Communication, Mainz, Germany.",A consistent picture? Issue-based campaigning on Facebook in Germany,2022-10-20T09:00:00,2022-10-20T09:15:00
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Bene,Marton,"M. Bene1.1Hungarian Academy of Sciences Centre of Excellence, Centre for Social Sciences, Budapest, Hungary.",Issues in motion. The campaign dynamics of political actors’ topical agenda,2022-10-20T09:15:00,2022-10-20T09:30:00
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Gërguri,Dren,"D. Gërguri1, J. Godole2.1University of Prishtina, Department of Journalism, Prishtina, Kosovo.2University of Tirana, Department of Journalism and Communication, Tirana, Albania.",Campaigning on Facebook: Prevailing topics in the election campaigns in Albania and Kosovo,2022-10-20T09:30:00,2022-10-20T09:45:00
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Stoica,Mihnea,"M. Stoica1, D. Balaban1.1Babeş-Bolyai University, Department of Communication Public Relations and Advertising, Cluj-Napoca, Romania.",Is ”corruption” a campaign topic on Facebook? Evidence from Romania and the Republic of Moldova,2022-10-20T09:45:00,2022-10-20T10:00:00
session_0000195920_0,Parallel Session - WEST Building,They have an issue. How political issues shape social media campaigns in national election campaigns across Europe,Political Communication,1534-125 (F),2022-10-20T09:00:00,2022-10-20T10:30:00,Magin,Melanie,"M. Magin1, H. Tønnesen1, A.O. Larsson2, E. Skogerbø3.1Norwegian University of Science and Technology, Department of Sociology and Political Science, Trondheim, Norway.2Kristiania University College, Department of Communication, Oslo, Norway.3University of Oslo, Department of Media and Communication, Oslo, Norway.",Issue ownership in the 2021 Norwegian election: parties and candidates on Facebook and Instagram,2022-10-20T10:00:00,2022-10-20T10:15:00
session_0000196040_0,Parallel Session - NORTH Building,Media Exposure and News Consumption Patterns,Political Communication,Aulaen (NORTH Building),2022-10-20T11:00:00,2022-10-20T12:30:00,Ohme,Jakob,"","",,
session_0000196040_0,Parallel Session - NORTH Building,Media Exposure and News Consumption Patterns,Political Communication,Aulaen (NORTH Building),2022-10-20T11:00:00,2022-10-20T12:30:00,Hopmann,David Nicolas,"A. Stepinska1, D.N. Hopmann2, J. Stanyer3, D. Halagiera1, L. Terren4, A.S. Cardenal Izquierdo4, N. Corbu5, R. Buturoiu5, L. Gehle6, C.E. Meltzer6.1Adam Mickiewicz University, Faculty of Political Science and Journalism, Poznan, Poland.2University of Southern Denmark, Department of Political Science- Center for Journalism, Odense, Denmark.3Lougborough University, Communication and Media, Loughborough, United Kingdom.4Universitat Oberta de Catalunya, Law and Political Science Department, Barcelona, Spain.5National University of Political Studies and Public Administration, College of Communication and Public Relations, Bucharest, Romania.6Johannes Gutenberg-University Mainz, Department of Communication, Mainz, Germany.",A qualitative examination of citizens’ political media diets across generations in five European countries,2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000196040_0,Parallel Session - NORTH Building,Media Exposure and News Consumption Patterns,Political Communication,Aulaen (NORTH Building),2022-10-20T11:00:00,2022-10-20T12:30:00,Stetka,Vaclav,"V. Stetka1, S. Mihelj1.1Loughborough University, Communication and Media, Loughborough, United Kingdom.","News consumption, digital literacy and the disinformation media ecosystem in Eastern Europe",2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000196040_0,Parallel Session - NORTH Building,Media Exposure and News Consumption Patterns,Political Communication,Aulaen (NORTH Building),2022-10-20T11:00:00,2022-10-20T12:30:00,Kelm,Ole,"O. Kelm1.1Heinrich Heine University Düsseldorf, Institute for Social Sciences, Duesseldorf, Germany.","News websites, social media, and political consumerism: Examining causal relations with panel data",2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000196040_0,Parallel Session - NORTH Building,Media Exposure and News Consumption Patterns,Political Communication,Aulaen (NORTH Building),2022-10-20T11:00:00,2022-10-20T12:30:00,Blassnig,Sina,"S. Blassnig1, E. Mitova1, E. Strikovic2, A. Urman3, C. de Vreese2, A. Hannák3, F. Esser1.1University of Zurich, Department of Communication and Media Research IKMZ, Zürich, Switzerland.2University of Amsterdam, Amsterdam School of Communication Research ASCoR, Amsterdam, Netherlands.3University of Zurich, Department of Informatics / Social Computing Group, Zürich, Switzerland.",News recommender research: What we know and what we need from a political communication perspective,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000196050_0,Parallel Session - NORTH Building,"Smart Cities, Augmented Spaces","Media, Cities and Space",1410-038,2022-10-20T11:00:00,2022-10-20T12:30:00,Dias,Marcos,"","",,
session_0000196050_0,Parallel Session - NORTH Building,"Smart Cities, Augmented Spaces","Media, Cities and Space",1410-038,2022-10-20T11:00:00,2022-10-20T12:30:00,Dias,Marcos,"M. Dias1.1Dublin City University, School of Commiunications, Dublin, Ireland.",The performative citizen and the post-pandemic smart city: an analysis of digitally mediated performance in contemporary urban space,2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000196050_0,Parallel Session - NORTH Building,"Smart Cities, Augmented Spaces","Media, Cities and Space",1410-038,2022-10-20T11:00:00,2022-10-20T12:30:00,Okafor,Carl Chineme,"C.C. Okafor1.1University of Stavanger, Media and social sciences, Stavanger, Norway.",The demand-side of datafication in the smart city construct: what data are seen to really matter?,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000196050_0,Parallel Session - NORTH Building,"Smart Cities, Augmented Spaces","Media, Cities and Space",1410-038,2022-10-20T11:00:00,2022-10-20T12:30:00,Cavalcante,Acilon,"A. Cavalcante1, J.M. Pereira Azevedo2.1Universidade do Porto, Faculty of Engineering, Póvoa de Varzim, Portugal.2Universidade do Porto, Faculdade de Letras, Porto, Portugal.",Developing Subjective Wellbeing through Augmented Reality in the Urban Space,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000196050_0,Parallel Session - NORTH Building,"Smart Cities, Augmented Spaces","Media, Cities and Space",1410-038,2022-10-20T11:00:00,2022-10-20T12:30:00,Wimmer,Jeffrey,"J. Wimmer1, M. Schweiger1.1University of Augsburg, Department for Media- Knowledge and Communication Media Reality Division, Augsburg, Germany.",The impact of augmented space on city life: Developing a theoretical and empirical framework,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000196050_0,Parallel Session - NORTH Building,"Smart Cities, Augmented Spaces","Media, Cities and Space",1410-038,2022-10-20T11:00:00,2022-10-20T12:30:00,Jeppesen,Sandra,"S. Jeppesen1, E. Trere2, P. Sartoretto3, M. Hoechsmann4.1Lakehead University, Media- Film- and Communications- Media Action Research Group, Orillia ON, Canada.2Cardiff University, School of Journalism- Media and Culture- Data Justice Lab, Cardiff- Wales, United Kingdom.3Jonkoping University, Department of Media and Communication, Jonkoping, Sweden.4Lakehead University, Education, Orillia ON, Canada.",Counter-mapping Covid-19: Understanding the impacts of grassroots data projects and research,2022-10-20T12:00:00,2022-10-20T12:15:00
session_0000196060_0,Parallel Session - NORTH Building,Media narratives and diaspora representations,"Diaspora, Migration and the Media",1412-229,2022-10-20T11:00:00,2022-10-20T12:30:00,Goirizelaia,Maialen,"","",,
session_0000196060_0,Parallel Session - NORTH Building,Media narratives and diaspora representations,"Diaspora, Migration and the Media",1412-229,2022-10-20T11:00:00,2022-10-20T12:30:00,Johnson,Melissa,"M. Johnson1.1North Carolina State University, Communication, Raleigh, USA.",Nonprofit organizations as information subsidies in U.S. news about immigration policy,2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000196060_0,Parallel Session - NORTH Building,Media narratives and diaspora representations,"Diaspora, Migration and the Media",1412-229,2022-10-20T11:00:00,2022-10-20T12:30:00,Graf,Heike,"H. Graf1, J. Gustafsson2.1Sodertorn University, Media- and Communication, Stockholm, Sweden.2Soedertoern University, Media and Communication, Stockholm, Sweden.",Does it matter? Migrants speak back to mainstream media,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000196060_0,Parallel Session - NORTH Building,Media narratives and diaspora representations,"Diaspora, Migration and the Media",1412-229,2022-10-20T11:00:00,2022-10-20T12:30:00,Meirosu,Catalina,"C. Meirosu1.1University of Bucharest, Diaspora- Migration and the Media, Bucharest, Romania.",Right-wing Narratives In Italy During 2018 Election Campaign: Views On Migration Through Discursive Practices,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000194990_0,Parallel Session - SOUTH Building,Engaged children,Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Nanì,Alessandro,"","",,
session_0000194990_0,Parallel Session - SOUTH Building,Engaged children,Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Hornmoen,Harald,"H. Hornmoen1, D. Stuedahl1, E. Nilsson2, N. Hyde-Clarke3, H. Mainsah4, L. Habib5.1Oslo Metropolitan University, Department of Journalism and Media Studies, Oslo, Norway.2Malmö University, Faculty of Culture and Society School of Arts and Communication, Malmö, Sweden.3Oslo Metropolitan University, Faculty of Social Sciences, Oslo, Norway.4Oslo Metropolitan University, Centre for Welfare and Labour Research, Oslo, Norway.5Oslo Metropolitan University, Faculty of Technology- Art and Design/ Department of Computer Science, Oslo, Norway.","Say, do, make: Understanding young people’s media literacies through co-creation in Living Laboratories",2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000194990_0,Parallel Session - SOUTH Building,Engaged children,Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Lüders,Marika,"M. Lüders1.1University of Oslo, Department of media and communication, Oslo, Norway.",Personally tailored entertainment: Teens following content creators,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000194990_0,Parallel Session - SOUTH Building,Engaged children,Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Robbeets,Caroline,"C. Robbeets1, J. Jacques1, B. Campion2, M. Roberti-Lintermans3, A. Merla4, A. François5.1UCLouvain, Groupe de Recherches en Médiation des Savoirs, Louvain-la-Neuve, Belgium.2IHECS, Éducation aux médias, Bruxelles, Belgium.3UCLouvain, Laboratoire de recherches historiques & Centre interdisciplinaire de Recherche sur les Familles et les Sexualités, Louvain-la-Neuve, Belgium.4UCLouvain, Centre interdisciplinaire de Recherche sur les Familles et les Sexualités, Louvain-la-Neuve, Belgium.5UCLouvain, Institute for the Analysis of Change in Contemporary and Historical Societies, Louvain-la-Neuve, Belgium.",The effects of digital media on the representations and the exercise of parenthood: challenges and opportunities,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000194990_0,Parallel Session - SOUTH Building,Engaged children,Audience and Reception Studies,1250-304 Per Kirkeby aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Lindemann,Ann-Kathrin,"A.K. Lindemann1, A. Schulze1, J. Geppert1, A. Menning1, F. Brand1, P. Stehr2, C. Rossmann2, D. Reifegerste3.1German Federal Institute for Risk Assessment BfR, Risk Communication, Berlin, Germany.2University of Munich LMU, Department of Media and Communication, Munich, Germany.3University of Bielefeld, School of Public Health, Bielefeld, Germany.",Preventing and handling poisoning accidents in children: Evaluating technology acceptance theories based on a remote usability test of a mHealth app.,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195450_0,Parallel Session - SOUTH Building,Audiovisual representations and articulations of sexuality and gender,"Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Van Bauwel,Sofie,"","",,
session_0000195450_0,Parallel Session - SOUTH Building,Audiovisual representations and articulations of sexuality and gender,"Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Leonzi,Silvia,"G. Ciofalo1, S. Leonzi1, G. Quercia1, L. Tedeschi1.1Sapienza Università di Roma, Comunicazione e ricerca sociale, Roma, Italy.","The ""Toon gaze"". Representation of gender stereotypes in children's animation tv series",2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000195450_0,Parallel Session - SOUTH Building,Audiovisual representations and articulations of sexuality and gender,"Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Paz Pérez,Elisa,"E. Paz Pérez1.1EU Business School, Communication, Barcelona, Spain.","Podcasting feminism? Production, content, and reception of podcast programmes addressing gender and sexuality.",2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000195450_0,Parallel Session - SOUTH Building,Audiovisual representations and articulations of sexuality and gender,"Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Tsaliki,Liza,"L. Tsaliki1.1National and Kapodistrian University of Athens, Faculty of Communication and Media Studies, Athens, Greece.",‘Being dark skinned in contemporary Greece: perceptions of Black sexuality and the construction of Black femininity within People Of Colour (POC) living in Athens’,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000195450_0,Parallel Session - SOUTH Building,Audiovisual representations and articulations of sexuality and gender,"Gender, Sexuality and Communication",1252-204 Eduard Biermann aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Linke,Christine,"C. Linke1, R. Kasdorf1.1Hochschule Wismar- University of Applied Sciences: Technology- Business and Design, Communication Media and Design, Wismar, Germany.",Audio-visual representation of gender-based violence. A qualitative media analysis of pre-prime time and prime time German television,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195490_0,Parallel Session - SOUTH Building,Actors and Actants,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Bélair-Gagnon,Valérie,"","",,
session_0000195490_0,Parallel Session - SOUTH Building,Actors and Actants,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Hamm,Andrea,"A. Hamm1, C. Raetzsch2.1Technische Universität Berlin, Weizenbaum Institute for the Networked Society, Berlin, Germany.2Aarhus University, Department of Media and Journalism Studies, Aarhus, Denmark.","From objects of journalism to journalism of objects? A multi-case study on boundary work, civic technology design, and empowerment of journalists and citizens",2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000195490_0,Parallel Session - SOUTH Building,Actors and Actants,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Baack,Stefan,"S. Baack1, D. Cheruiyot2, R. Ferrer Conill3.1Mozilla Foundation, Global programs, Berlin, Germany.2University of Groningen, Media and Journalism Studies, Groningen, Netherlands.3Karlstad University, Media and Communication Studies, Karlstad, Sweden.",Interdependent and entangled. The case of journalism's influence on Mozilla,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000195490_0,Parallel Session - SOUTH Building,Actors and Actants,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Gehrke,Marília,"M. Gehrke1, M.F. de-Lima-Santos2.1University of Southern Denmark, Digital Democracy Centre, Odense, Denmark.2Federal University of Sao Paulo, Institute of Science and Technology, Sao Jose dos Campos, Brazil.",Building Databases Through Crowdsourcing: Motivations and Perceptions of Engaging an Open Data Community during the COVID-19 Pandemic,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000195490_0,Parallel Session - SOUTH Building,Actors and Actants,Journalism Studies,1252-310 Jeppe Vontilius aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Weikmann,Teresa,"T. Weikmann1, S. Lecheler1.1University of Vienna, Communication, Vienna, Austria.",Fact-checking of visual disinformation and deepfakes – An actor-network theory approach,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195530_0,Parallel Session - SOUTH Building,Audiences and their habits,Journalism Studies,1253-211 Merethe Barker aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Swart,Joëlle,"","",,
session_0000195530_0,Parallel Session - SOUTH Building,Audiences and their habits,Journalism Studies,1253-211 Merethe Barker aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Loosen,Wiebke,"W. Loosen1, J. Reimer1, L. Sprengelmeyer1.1Leibniz-Institut für Medienforschung │ Hans-Bredow-Institut HBI, Leibniz-Institut für Medienforschung │ Hans-Bredow-Institut HBI, Hamburg, Germany.","Journalism | Audience: One relation, many relationships",2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000195530_0,Parallel Session - SOUTH Building,Audiences and their habits,Journalism Studies,1253-211 Merethe Barker aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Peters,Chris,"C. Peters1, K.C. Schrøder1, J. Lehaff1, J. Vulpius1.1Roskilde University, Department of Communication & Arts, Roskilde, Denmark.",What drives changing news use over time?: A longitudinal study of the informational practices and preferences of young adults,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000195530_0,Parallel Session - SOUTH Building,Audiences and their habits,Journalism Studies,1253-211 Merethe Barker aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Ytre-Arne,Brita,"B. Ytre-Arne1, H. Moe1, T. Nærland2.1University of Bergen, Department of Information Science and Media Studies, Bergen, Norway.2NORCE, NORCE Social sciences, Bergen, Norway.","News use before, during and after crises: Towards a typology of temporality in news experiences",2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000195530_0,Parallel Session - SOUTH Building,Audiences and their habits,Journalism Studies,1253-211 Merethe Barker aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Smejkal,Klára,"K. Smejkal1.1Masaryk University, Department of Media Studies and Journalism, Brno, Czech Republic.",Reflect my world or I won't read it. Audience expectations of Czech public service media and their connection with political preferences,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195530_0,Parallel Session - SOUTH Building,Audiences and their habits,Journalism Studies,1253-211 Merethe Barker aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Swart,Joëlle,"J. Swart1, M. Broersma1.1University of Groningen, Centre for Media and Journalism Studies, Groningen, Netherlands.",Making space for news: how young people organize their home screens to form and sustain news habits on the smartphone,2022-10-20T12:00:00,2022-10-20T12:15:00
session_0000195570_0,Parallel Session - SOUTH Building,Internal Communication and Leadership,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-20T11:00:00,2022-10-20T12:30:00,Rodriguez-Amat,Joan Ramon,"","",,
session_0000195570_0,Parallel Session - SOUTH Building,Internal Communication and Leadership,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-20T11:00:00,2022-10-20T12:30:00,Ruão Correia Pinto,Teresa Augusta,"T.A. Ruão Correia Pinto1, S. Marinho1, S. Silva2.1University of Minho, Communication and Society Research Center, Braga, Portugal.2University of Trás-os-Montes and Alto Douro, Communication and Socedty Research Center, Vila Real, Portugal.",Pandemic meetings: old wine in a new bottle?,2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000195570_0,Parallel Session - SOUTH Building,Internal Communication and Leadership,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-20T11:00:00,2022-10-20T12:30:00,Sievert,Holger,"H. Sievert1, F. Meißner1, F. Feldbusch1.1Macromedia University, Faculty for Culture- Media and Psychology, Cologne, Germany.",Rethinking the Impact of (Social) Change Communication via Internal Social Media - Results from a long-term survey among up to 500 German companies 2013-2022,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000195570_0,Parallel Session - SOUTH Building,Internal Communication and Leadership,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-20T11:00:00,2022-10-20T12:30:00,Madsen,Vibeke Thøis,"V.T. Madsen1, H.T. Andersen1.1Danish School of Media and Journalism, Center for Communication and Management, Aarhus N, Denmark.",Rethink internal communication: When journalism is invited into the communication department,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000195570_0,Parallel Session - SOUTH Building,Internal Communication and Leadership,Organisational and Strategic Communication,1262-101 Samfundsmedicin,2022-10-20T11:00:00,2022-10-20T12:30:00,Soens,Ellen,"E. Soens1, A.S. Claeys1.1Ghent University, Department of Translation- Interpreting and Communication, Ghent, Belgium.",Can social media guidelines make a difference? Assessing individual and organizational antecedents of employees’ work-related social media behavior,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195610_0,Parallel Session - EAST Building,Digital Culture and Young Lives,Digital Culture and Communication,1324-011 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Gerrard,Ysabel,"","",,
session_0000195610_0,Parallel Session - EAST Building,Digital Culture and Young Lives,Digital Culture and Communication,1324-011 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Mustatea,Maria,"M. Mustatea1, D. Balaban1.1Babes-Bolyai University Cluj-Napoca, Department of Communication- PR and Advertising, Cluj-Napoca, Romania.",Young Adults 'Privacy Protection Behavior in Mobile Communication from the Perspective of Privacy Motivation Theory,2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000195610_0,Parallel Session - EAST Building,Digital Culture and Young Lives,Digital Culture and Communication,1324-011 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Amaral,Ines,"I. Amaral1, A.M. Flores2, E. Antunes2, R.B. Simões2.1Faculty of Arts and Humanities - University of Coimbra, Department of Philosophy- Communication and Information, Coimbra, Portugal.2University of Coimbra, Faculty of Arts and Humanities, Coimbra, Portugal.",Young adults and apps– a study on the uses of m-apps in Portugal,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000195610_0,Parallel Session - EAST Building,Digital Culture and Young Lives,Digital Culture and Communication,1324-011 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Moreira Flores,Ana Marta,"A.M. Moreira Flores1, E. Antunes2, I. Amaral3, R. Basílio de Simões1.1University of Coimbra, Faculty of Arts and Humanities/ICNOVA, Coimbra, Portugal.2University of Coimbra, Faculty of Arts and Humanities, Coimbra, Portugal.3University of Coimbra, Faculty of Arts and Humanities/CECS, Coimbra, Portugal.",Challenging imaginaries: mediated young adults’ practices in mobile applications,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000195610_0,Parallel Session - EAST Building,Digital Culture and Young Lives,Digital Culture and Communication,1324-011 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Angulo,Andrea,"A. Angulo1.1Universitat Pompeu Fabra, Deparment of Communication- Medium Research Group, Quito, Ecuador.","Young people, music, and algorithms: the relation between young audiences and music streaming platforms",2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195650_0,Parallel Session - EAST Building,The Arts and Visual Communication,Digital Culture and Communication,1324-025 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Caldeira,Sofia P.,"","",,
session_0000195650_0,Parallel Session - EAST Building,The Arts and Visual Communication,Digital Culture and Communication,1324-025 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Løvlie,Anders,"A. Løvlie1.1IT University of Copenhagen, Media- Art and Design research group, Copenhagen- Denmark, Norway.",Designing for participatory artwork interpretation in museums,2022-10-20T11:00:00,2022-10-20T11:15:00
session_0000195650_0,Parallel Session - EAST Building,The Arts and Visual Communication,Digital Culture and Communication,1324-025 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Blaga (Ibram),Patricia,"I. Iancu1, P. Blaga Ibram1.1Babes-Bolyai University of Cluj-Napoca, Department of Communication- Public Relations and Advertising, Cluj-Napoca, Romania.",The use of VR in stimulating creativity. An experimental approach in the communication domain,2022-10-20T11:15:00,2022-10-20T11:30:00
session_0000195650_0,Parallel Session - EAST Building,The Arts and Visual Communication,Digital Culture and Communication,1324-025 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Krell,Felix,"F. Krell1.1Zeppelin University, Media- and Communication Science, Friedrichshafen, Germany.",Corporeal Media Logic: Understanding possible impacts of monopolized Social VR,2022-10-20T11:30:00,2022-10-20T11:45:00
session_0000195650_0,Parallel Session - EAST Building,The Arts and Visual Communication,Digital Culture and Communication,1324-025 Twin aud,2022-10-20T11:00:00,2022-10-20T12:30:00,Klastrup,Lisbeth,"L. Klastrup1.1IT University of Copenhagen, Digital Design, Copenhagen S, Denmark.",Pandemic culture: the function and use of corona memes,2022-10-20T11:45:00,2022-10-20T12:00:00
session_0000195690_0,Parallel Session - EAST Building,Film policies and institutions,Film Studies,1325-028,2022-10-20T11:00:00,2022-10-20T12:30:00,Willems,Gertjan,"","",,
session_0000195690_0,Parallel Session - EAST Building,Film policies and institutions,Film Studies,1325-028,2022-10-20T11:00:00,2022-10-20T12:30:00,De Man,Alexander,"A. De Man1.1Ghent University, Department of Communication Sciences - Centre for Cinema and Media Studies, Ghent, Belgium.",Discourses of cultural diversity and inclusion in Flemish film policy (2002-2021),2022-10-20T11:00:00,2022-10-20T11:15:00
